ID,Layer Height (mm),Extrusion Temp (°C),Outer Wall Speed (mm/s),Infill Density (%),Wall Thickness (mm),Bed Temp (°C),Fan Speed (%),Surface Angle (°),Ra
Object-44,0.20,210,200,15,0.42,60,100,90,13.645
Object-44,0.20,210,200,15,0.42,60,100,100,14.744
Object-44,0.20,210,200,15,0.42,60,100,110,13.187
Object-44,0.20,210,200,15,0.42,60,100,120,14.862
Object-44,0.20,210,200,15,0.42,60,100,130,18.853
Object-44,0.20,210,200,15,0.42,60,100,140,22.401
Object-44,0.20,210,200,15,0.42,60,100,150,33.777
Object-44,0.20,210,200,15,0.42,60,100,160,25.176
Object-44,0.20,210,200,15,0.42,60,100,170,32.917
Object-45,0.20,200,150,5,0.42,60,80,0,6.481
Object-45,0.20,200,150,5,0.42,60,80,10,18.183
Object-45,0.20,200,150,5,0.42,60,80,20,32.170
Object-45,0.20,200,150,5,0.42,60,80,30,31.340
Object-45,0.20,200,150,5,0.42,60,80,40,26.133
Object-45,0.20,200,150,5,0.42,60,80,50,22.073
Object-45,0.20,200,150,5,0.42,60,80,60,17.853
Object-45,0.20,200,150,5,0.42,60,80,70,14.492
Object-45,0.20,200,150,5,0.42,60,80,80,13.189
Object-45,0.20,200,150,5,0.42,60,80,90,10.089
Object-45,0.20,200,150,5,0.42,60,80,100,14.257
Object-45,0.20,200,150,5,0.42,60,80,110,15.426
Object-45,0.20,200,150,5,0.42,60,80,120,15.915
Object-45,0.20,200,150,5,0.42,60,80,130,18.286
Object-45,0.20,200,150,5,0.42,60,80,140,23.914
Object-45,0.20,200,150,5,0.42,60,80,150,23.560
Object-45,0.20,200,150,5,0.42,60,80,160,25.251
Object-45,0.20,200,150,5,0.42,60,80,170,22.456
Object-46,0.20,200,150,25,0.42,60,80,0,17.694
Object-46,0.20,200,150,25,0.42,60,80,10,18.781
Object-46,0.20,200,150,25,0.42,60,80,20,30.757
Object-46,0.20,200,150,25,0.42,60,80,30,32.478
Object-46,0.20,200,150,25,0.42,60,80,40,31.253
Object-46,0.20,200,150,25,0.42,60,80,50,26.553
Object-46,0.20,200,150,25,0.42,60,80,60,23.509
Object-46,0.20,200,150,25,0.42,60,80,70,19.611
Object-46,0.20,200,150,25,0.42,60,80,80,15.982
Object-46,0.20,200,150,25,0.42,60,80,90,13.805
Object-46,0.20,200,150,25,0.42,60,80,100,12.082
Object-46,0.20,200,150,25,0.42,60,80,110,12.871
Object-46,0.20,200,150,25,0.42,60,80,120,14.344
Object-46,0.20,200,150,25,0.42,60,80,130,19.115
Object-46,0.20,200,150,25,0.42,60,80,140,22.053
Object-46,0.20,200,150,25,0.42,60,80,150,30.483
Object-46,0.20,200,150,25,0.42,60,80,160,22.291
Object-46,0.20,200,150,25,0.42,60,80,170,34.409
Object-47,0.20,200,250,5,0.42,60,80,0,2.847
Object-47,0.20,200,250,5,0.42,60,80,10,15.811
Object-47,0.20,200,250,5,0.42,60,80,20,31.146
Object-47,0.20,200,250,5,0.42,60,80,30,31.750
Object-47,0.20,200,250,5,0.42,60,80,40,27.881
Object-47,0.20,200,250,5,0.42,60,80,50,22.899
Object-47,0.20,200,250,5,0.42,60,80,60,19.588
Object-47,0.20,200,250,5,0.42,60,80,70,16.339
Object-47,0.20,200,250,5,0.42,60,80,80,14.422
Object-47,0.20,200,250,5,0.42,60,80,90,13.132
Object-47,0.20,200,250,5,0.42,60,80,100,13.976
Object-47,0.20,200,250,5,0.42,60,80,110,13.921
Object-47,0.20,200,250,5,0.42,60,80,120,15.550
Object-47,0.20,200,250,5,0.42,60,80,130,17.591
Object-47,0.20,200,250,5,0.42,60,80,140,21.988
Object-47,0.20,200,250,5,0.42,60,80,150,30.568
Object-47,0.20,200,250,5,0.42,60,80,160,21.441
Object-47,0.20,200,250,5,0.42,60,80,170,23.705
Object-48,0.20,200,250,25,0.42,60,80,0,3.611
Object-48,0.20,200,250,25,0.42,60,80,10,17.717
Object-48,0.20,200,250,25,0.42,60,80,20,33.771
Object-48,0.20,200,250,25,0.42,60,80,30,32.142
Object-48,0.20,200,250,25,0.42,60,80,40,26.172
Object-48,0.20,200,250,25,0.42,60,80,50,22.471
Object-48,0.20,200,250,25,0.42,60,80,60,17.744
Object-48,0.20,200,250,25,0.42,60,80,70,13.923
Object-48,0.20,200,250,25,0.42,60,80,80,13.578
Object-48,0.20,200,250,25,0.42,60,80,90,10.127
Object-48,0.20,200,250,25,0.42,60,80,100,13.426
Object-48,0.20,200,250,25,0.42,60,80,110,14.214
Object-48,0.20,200,250,25,0.42,60,80,120,16.074
Object-48,0.20,200,250,25,0.42,60,80,130,18.296
Object-48,0.20,200,250,25,0.42,60,80,140,23.004
Object-48,0.20,200,250,25,0.42,60,80,150,30.732
Object-48,0.20,200,250,25,0.42,60,80,160,21.933
Object-48,0.20,200,250,25,0.42,60,80,170,21.735
Object-49,0.20,200,150,15,0.36,60,80,0,4.912
Object-49,0.20,200,150,15,0.36,60,80,10,17.948
Object-49,0.20,200,150,15,0.36,60,80,20,32.658
Object-49,0.20,200,150,15,0.36,60,80,30,30.976
Object-49,0.20,200,150,15,0.36,60,80,40,30.417
Object-49,0.20,200,150,15,0.36,60,80,50,26.945
Object-49,0.20,200,150,15,0.36,60,80,60,22.905
Object-49,0.20,200,150,15,0.36,60,80,70,19.056
Object-49,0.20,200,150,15,0.36,60,80,80,15.572
Object-49,0.20,200,150,15,0.36,60,80,90,13.534
Object-49,0.20,200,150,15,0.36,60,80,100,13.727
Object-49,0.20,200,150,15,0.36,60,80,110,15.047
Object-49,0.20,200,150,15,0.36,60,80,120,16.070
Object-49,0.20,200,150,15,0.36,60,80,130,18.323
Object-49,0.20,200,150,15,0.36,60,80,140,24.423
Object-49,0.20,200,150,15,0.36,60,80,150,35.215
Object-49,0.20,200,150,15,0.36,60,80,160,21.938
Object-49,0.20,200,150,15,0.36,60,80,170,24.462
Object-50,0.20,200,150,15,0.48,60,80,0,7.581
Object-50,0.20,200,150,15,0.48,60,80,10,16.206
Object-50,0.20,200,150,15,0.48,60,80,20,28.426
Object-50,0.20,200,150,15,0.48,60,80,30,29.076
Object-50,0.20,200,150,15,0.48,60,80,40,28.090
Object-50,0.20,200,150,15,0.48,60,80,50,22.538
Object-50,0.20,200,150,15,0.48,60,80,60,18.396
Object-50,0.20,200,150,15,0.48,60,80,70,15.490
Object-50,0.20,200,150,15,0.48,60,80,80,14.105
Object-50,0.20,200,150,15,0.48,60,80,90,13.119
Object-50,0.20,200,150,15,0.48,60,80,100,13.439
Object-50,0.20,200,150,15,0.48,60,80,110,14.240
Object-50,0.20,200,150,15,0.48,60,80,120,15.350
Object-50,0.20,200,150,15,0.48,60,80,130,18.178
Object-50,0.20,200,150,15,0.48,60,80,140,21.763
Object-50,0.20,200,150,15,0.48,60,80,150,28.804
Object-50,0.20,200,150,15,0.48,60,80,160,24.049
Object-50,0.20,200,150,15,0.48,60,80,170,20.266
Object-51,0.20,200,250,15,0.36,60,80,0,6.920
Object-51,0.20,200,250,15,0.36,60,80,10,16.913
Object-51,0.20,200,250,15,0.36,60,80,20,33.205
Object-51,0.20,200,250,15,0.36,60,80,30,29.070
Object-51,0.20,200,250,15,0.36,60,80,40,29.416
Object-51,0.20,200,250,15,0.36,60,80,50,27.078
Object-51,0.20,200,250,15,0.36,60,80,60,22.385
Object-51,0.20,200,250,15,0.36,60,80,70,19.334
Object-51,0.20,200,250,15,0.36,60,80,80,15.287
Object-51,0.20,200,250,15,0.36,60,80,90,13.213
Object-51,0.20,200,250,15,0.36,60,80,100,13.302
Object-51,0.20,200,250,15,0.36,60,80,110,14.296
Object-51,0.20,200,250,15,0.36,60,80,120,15.522
Object-51,0.20,200,250,15,0.36,60,80,130,17.656
Object-51,0.20,200,250,15,0.36,60,80,140,23.414
Object-51,0.20,200,250,15,0.36,60,80,150,33.326
Object-51,0.20,200,250,15,0.36,60,80,160,22.213
Object-51,0.20,200,250,15,0.36,60,80,170,19.672
Object-52,0.20,200,250,15,0.48,60,80,0,9.854
Object-52,0.20,200,250,15,0.48,60,80,10,18.225
Object-52,0.20,200,250,15,0.48,60,80,20,22.961
Object-52,0.20,200,250,15,0.48,60,80,30,31.278
Object-52,0.20,200,250,15,0.48,60,80,40,28.073
Object-52,0.20,200,250,15,0.48,60,80,50,24.484
Object-52,0.20,200,250,15,0.48,60,80,60,20.850
Object-52,0.20,200,250,15,0.48,60,80,70,17.281
Object-52,0.20,200,250,15,0.48,60,80,80,13.310
Object-52,0.20,200,250,15,0.48,60,80,90,13.579
Object-52,0.20,200,250,15,0.48,60,80,100,12.488
Object-52,0.20,200,250,15,0.48,60,80,110,13.311
Object-52,0.20,200,250,15,0.48,60,80,120,13.762
Object-52,0.20,200,250,15,0.48,60,80,130,17.359
Object-52,0.20,200,250,15,0.48,60,80,140,20.544
Object-52,0.20,200,250,15,0.48,60,80,150,29.659
Object-52,0.20,200,250,15,0.48,60,80,160,35.111
Object-52,0.20,200,250,15,0.48,60,80,170,26.262
Object-53,0.20,200,150,15,0.42,55,80,0,3.475
Object-53,0.20,200,150,15,0.42,55,80,10,15.843
Object-53,0.20,200,150,15,0.42,55,80,20,29.797
Object-53,0.20,200,150,15,0.42,55,80,30,31.855
Object-53,0.20,200,150,15,0.42,55,80,40,26.869
Object-53,0.20,200,150,15,0.42,55,80,50,22.089
Object-53,0.20,200,150,15,0.42,55,80,60,17.787
Object-53,0.20,200,150,15,0.42,55,80,70,14.740
Object-53,0.20,200,150,15,0.42,55,80,80,13.757
Object-53,0.20,200,150,15,0.42,55,80,90,10.591
Object-53,0.20,200,150,15,0.42,55,80,100,13.828
Object-53,0.20,200,150,15,0.42,55,80,110,15.017
Object-53,0.20,200,150,15,0.42,55,80,120,15.810
Object-53,0.20,200,150,15,0.42,55,80,130,18.925
Object-53,0.20,200,150,15,0.42,55,80,140,23.925
Object-53,0.20,200,150,15,0.42,55,80,150,32.518
Object-53,0.20,200,150,15,0.42,55,80,160,20.801
Object-53,0.20,200,150,15,0.42,55,80,170,22.269
Object-54,0.20,200,150,15,0.42,65,80,0,9.722
Object-54,0.20,200,150,15,0.42,65,80,10,17.444
Object-54,0.20,200,150,15,0.42,65,80,20,35.111
Object-54,0.20,200,150,15,0.42,65,80,30,31.254
Object-54,0.20,200,150,15,0.42,65,80,40,30.892
Object-54,0.20,200,150,15,0.42,65,80,50,24.809
Object-54,0.20,200,150,15,0.42,65,80,60,21.072
Object-54,0.20,200,150,15,0.42,65,80,70,17.143
Object-54,0.20,200,150,15,0.42,65,80,80,13.665
Object-54,0.20,200,150,15,0.42,65,80,90,13.620
Object-54,0.20,200,150,15,0.42,65,80,100,13.816
Object-54,0.20,200,150,15,0.42,65,80,110,14.180
Object-54,0.20,200,150,15,0.42,65,80,120,15.239
Object-54,0.20,200,150,15,0.42,65,80,130,18.047
Object-54,0.20,200,150,15,0.42,65,80,140,24.259
Object-54,0.20,200,150,15,0.42,65,80,150,32.323
Object-54,0.20,200,150,15,0.42,65,80,160,25.004
Object-54,0.20,200,150,15,0.42,65,80,170,26.337
Object-55,0.20,200,250,15,0.42,55,80,0,9.277
Object-55,0.20,200,250,15,0.42,55,80,10,18.465
Object-55,0.20,200,250,15,0.42,55,80,20,30.655
Object-55,0.20,200,250,15,0.42,55,80,30,31.616
Object-55,0.20,200,250,15,0.42,55,80,40,28.601
Object-55,0.20,200,250,15,0.42,55,80,50,24.453
Object-55,0.20,200,250,15,0.42,55,80,60,19.874
Object-55,0.20,200,250,15,0.42,55,80,70,16.751
Object-55,0.20,200,250,15,0.42,55,80,80,14.260
Object-55,0.20,200,250,15,0.42,55,80,90,12.971
Object-55,0.20,200,250,15,0.42,55,80,100,13.809
Object-55,0.20,200,250,15,0.42,55,80,110,14.644
Object-55,0.20,200,250,15,0.42,55,80,120,15.637
Object-55,0.20,200,250,15,0.42,55,80,130,18.450
Object-55,0.20,200,250,15,0.42,55,80,140,24.351
Object-55,0.20,200,250,15,0.42,55,80,150,30.334
Object-55,0.20,200,250,15,0.42,55,80,160,21.113
Object-55,0.20,200,250,15,0.42,55,80,170,24.522
Object-56,0.20,200,250,15,0.42,65,80,0,6.487
Object-56,0.20,200,250,15,0.42,65,80,10,17.834
Object-56,0.20,200,250,15,0.42,65,80,20,34.410
Object-56,0.20,200,250,15,0.42,65,80,30,29.539
Object-56,0.20,200,250,15,0.42,65,80,40,28.341
Object-56,0.20,200,250,15,0.42,65,80,50,24.689
Object-56,0.20,200,250,15,0.42,65,80,60,20.364
Object-56,0.20,200,250,15,0.42,65,80,70,16.550
Object-56,0.20,200,250,15,0.42,65,80,80,15.002
Object-56,0.20,200,250,15,0.42,65,80,90,12.576
Object-56,0.20,200,250,15,0.42,65,80,100,13.567
Object-56,0.20,200,250,15,0.42,65,80,110,13.520
Object-56,0.20,200,250,15,0.42,65,80,120,15.530
Object-56,0.20,200,250,15,0.42,65,80,130,18.101
Object-56,0.20,200,250,15,0.42,65,80,140,21.797
Object-56,0.20,200,250,15,0.42,65,80,150,30.363
Object-56,0.20,200,250,15,0.42,65,80,160,21.932
Object-56,0.20,200,250,15,0.42,65,80,170,21.787
Object-57,0.20,200,150,15,0.42,60,60,0,18.734
Object-57,0.20,200,150,15,0.42,60,60,10,35.588
Object-57,0.20,200,150,15,0.42,60,60,20,30.162
Object-57,0.20,200,150,15,0.42,60,60,30,30.083
Object-57,0.20,200,150,15,0.42,60,60,40,26.120
Object-57,0.20,200,150,15,0.42,60,60,50,22.677
Object-57,0.20,200,150,15,0.42,60,60,60,18.947
Object-57,0.20,200,150,15,0.42,60,60,70,14.918
Object-57,0.20,200,150,15,0.42,60,60,80,13.715
Object-57,0.20,200,150,15,0.42,60,60,90,12.731
Object-57,0.20,200,150,15,0.42,60,60,100,12.819
Object-57,0.20,200,150,15,0.42,60,60,110,14.228
Object-57,0.20,200,150,15,0.42,60,60,120,18.567
Object-57,0.20,200,150,15,0.42,60,60,130,22.084
Object-57,0.20,200,150,15,0.42,60,60,140,29.191
Object-57,0.20,200,150,15,0.42,60,60,150,20.814
Object-57,0.20,200,150,15,0.42,60,60,160,22.121
Object-57,0.20,200,150,15,0.42,60,60,170,24.121
Object-58,0.20,200,150,15,0.42,60,100,0,2.694
Object-58,0.20,200,150,15,0.42,60,100,10,15.326
Object-58,0.20,200,150,15,0.42,60,100,20,30.778
Object-58,0.20,200,150,15,0.42,60,100,30,29.521
Object-58,0.20,200,150,15,0.42,60,100,40,26.445
Object-58,0.20,200,150,15,0.42,60,100,50,22.064
Object-58,0.20,200,150,15,0.42,60,100,60,17.790
Object-58,0.20,200,150,15,0.42,60,100,70,14.627
Object-58,0.20,200,150,15,0.42,60,100,80,13.854
Object-58,0.20,200,150,15,0.42,60,100,90,10.145
Object-58,0.20,200,150,15,0.42,60,100,100,13.388
Object-58,0.20,200,150,15,0.42,60,100,110,14.764
Object-58,0.20,200,150,15,0.42,60,100,120,16.718
Object-58,0.20,200,150,15,0.42,60,100,130,18.739
Object-58,0.20,200,150,15,0.42,60,100,140,24.066
Object-58,0.20,200,150,15,0.42,60,100,150,23.399
Object-58,0.20,200,150,15,0.42,60,100,160,28.927
Object-58,0.20,200,150,15,0.42,60,100,170,22.701
Object-59,0.20,200,250,15,0.42,60,60,0,7.548
Object-59,0.20,200,250,15,0.42,60,60,10,16.273
Object-59,0.20,200,250,15,0.42,60,60,20,34.809
Object-59,0.20,200,250,15,0.42,60,60,30,32.129
Object-59,0.20,200,250,15,0.42,60,60,40,29.886
Object-59,0.20,200,250,15,0.42,60,60,50,24.434
Object-59,0.20,200,250,15,0.42,60,60,60,21.936
Object-59,0.20,200,250,15,0.42,60,60,70,17.321
Object-59,0.20,200,250,15,0.42,60,60,80,14.015
Object-59,0.20,200,250,15,0.42,60,60,90,13.546
Object-59,0.20,200,250,15,0.42,60,60,100,14.351
Object-59,0.20,200,250,15,0.42,60,60,110,15.073
Object-59,0.20,200,250,15,0.42,60,60,120,15.048
Object-59,0.20,200,250,15,0.42,60,60,130,18.511
Object-59,0.20,200,250,15,0.42,60,60,140,22.607
Object-59,0.20,200,250,15,0.42,60,60,150,31.464
Object-59,0.20,200,250,15,0.42,60,60,160,26.774
Object-59,0.20,200,250,15,0.42,60,60,170,21.486
Object-60,0.20,200,250,15,0.42,60,100,0,7.693
Object-60,0.20,200,250,15,0.42,60,100,10,16.511
Object-60,0.20,200,250,15,0.42,60,100,20,28.998
Object-60,0.20,200,250,15,0.42,60,100,30,30.563
Object-60,0.20,200,250,15,0.42,60,100,40,28.260
Object-60,0.20,200,250,15,0.42,60,100,50,22.735
Object-60,0.20,200,250,15,0.42,60,100,60,19.613
Object-60,0.20,200,250,15,0.42,60,100,70,16.401
Object-60,0.20,200,250,15,0.42,60,100,80,15.002
Object-60,0.20,200,250,15,0.42,60,100,90,13.291
Object-60,0.20,200,250,15,0.42,60,100,100,13.779
Object-60,0.20,200,250,15,0.42,60,100,110,13.552
Object-60,0.20,200,250,15,0.42,60,100,120,15.465
Object-60,0.20,200,250,15,0.42,60,100,130,17.937
Object-60,0.20,200,250,15,0.42,60,100,140,22.160
Object-60,0.20,200,250,15,0.42,60,100,150,30.376
Object-60,0.20,200,250,15,0.42,60,100,160,21.515
Object-60,0.20,200,250,15,0.42,60,100,170,21.243
Object-61,0.20,200,200,5,0.36,60,80,0,6.113
Object-61,0.20,200,200,5,0.36,60,80,10,17.230
Object-61,0.20,200,200,5,0.36,60,80,20,28.497
Object-61,0.20,200,200,5,0.36,60,80,30,29.688
Object-61,0.20,200,200,5,0.36,60,80,40,29.081
Object-61,0.20,200,200,5,0.36,60,80,50,25.835
Object-61,0.20,200,200,5,0.36,60,80,60,21.940
Object-61,0.20,200,200,5,0.36,60,80,70,18.069
Object-61,0.20,200,200,5,0.36,60,80,80,14.690
Object-61,0.20,200,200,5,0.36,60,80,90,13.206
Object-61,0.20,200,200,5,0.36,60,80,100,13.806
Object-61,0.20,200,200,5,0.36,60,80,110,13.547
Object-61,0.20,200,200,5,0.36,60,80,120,16.269
Object-61,0.20,200,200,5,0.36,60,80,130,17.742
Object-61,0.20,200,200,5,0.36,60,80,140,23.000
Object-61,0.20,200,200,5,0.36,60,80,150,31.353
Object-61,0.20,200,200,5,0.36,60,80,160,21.308
Object-61,0.20,200,200,5,0.36,60,80,170,22.560
Object-62,0.20,200,200,5,0.48,60,80,0,14.009
Object-62,0.20,200,200,5,0.48,60,80,10,16.747
Object-62,0.20,200,200,5,0.48,60,80,20,25.006
Object-62,0.20,200,200,5,0.48,60,80,30,30.280
Object-62,0.20,200,200,5,0.48,60,80,40,27.630
Object-62,0.20,200,200,5,0.48,60,80,50,24.479
Object-62,0.20,200,200,5,0.48,60,80,60,21.613
Object-62,0.20,200,200,5,0.48,60,80,70,16.383
Object-62,0.20,200,200,5,0.48,60,80,80,12.920
Object-62,0.20,200,200,5,0.48,60,80,90,13.565
Object-62,0.20,200,200,5,0.48,60,80,100,13.642
Object-62,0.20,200,200,5,0.48,60,80,110,13.908
Object-62,0.20,200,200,5,0.48,60,80,120,14.457
Object-62,0.20,200,200,5,0.48,60,80,130,18.668
Object-62,0.20,200,200,5,0.48,60,80,140,20.708
Object-62,0.20,200,200,5,0.48,60,80,150,30.441
Object-62,0.20,200,200,5,0.48,60,80,160,31.643
Object-62,0.20,200,200,5,0.48,60,80,170,26.574
Object-63,0.20,200,200,25,0.36,60,80,0,4.022
Object-63,0.20,200,200,25,0.36,60,80,10,17.054
Object-63,0.20,200,200,25,0.36,60,80,20,32.954
Object-63,0.20,200,200,25,0.36,60,80,30,32.429
Object-63,0.20,200,200,25,0.36,60,80,40,27.732
Object-63,0.20,200,200,25,0.36,60,80,50,24.194
Object-63,0.20,200,200,25,0.36,60,80,60,21.532
Object-63,0.20,200,200,25,0.36,60,80,70,17.418
Object-63,0.20,200,200,25,0.36,60,80,80,15.086
Object-63,0.20,200,200,25,0.36,60,80,90,11.098
Object-63,0.20,200,200,25,0.36,60,80,100,13.723
Object-63,0.20,200,200,25,0.36,60,80,110,14.781
Object-63,0.20,200,200,25,0.36,60,80,120,16.222
Object-63,0.20,200,200,25,0.36,60,80,130,19.222
Object-63,0.20,200,200,25,0.36,60,80,140,23.735
Object-63,0.20,200,200,25,0.36,60,80,150,36.770
Object-63,0.20,200,200,25,0.36,60,80,160,23.348
Object-63,0.20,200,200,25,0.36,60,80,170,26.176
Object-64,0.20,200,200,25,0.48,60,80,0,5.848
Object-64,0.20,200,200,25,0.48,60,80,10,15.734
Object-64,0.20,200,200,25,0.48,60,80,20,31.056
Object-64,0.20,200,200,25,0.48,60,80,30,33.367
Object-64,0.20,200,200,25,0.48,60,80,40,27.366
Object-64,0.20,200,200,25,0.48,60,80,50,23.006
Object-64,0.20,200,200,25,0.48,60,80,60,18.435
Object-64,0.20,200,200,25,0.48,60,80,70,15.303
Object-64,0.20,200,200,25,0.48,60,80,80,12.854
Object-64,0.20,200,200,25,0.48,60,80,90,13.680
Object-64,0.20,200,200,25,0.48,60,80,100,13.617
Object-64,0.20,200,200,25,0.48,60,80,110,14.063
Object-64,0.20,200,200,25,0.48,60,80,120,15.214
Object-64,0.20,200,200,25,0.48,60,80,130,18.505
Object-64,0.20,200,200,25,0.48,60,80,140,22.957
Object-64,0.20,200,200,25,0.48,60,80,150,30.510
Object-64,0.20,200,200,25,0.48,60,80,160,33.268
Object-64,0.20,200,200,25,0.48,60,80,170,30.587
Object-65,0.20,200,200,5,0.42,55,80,0,3.665
Object-65,0.20,200,200,5,0.42,55,80,10,15.841
Object-65,0.20,200,200,5,0.42,55,80,20,30.543
Object-65,0.20,200,200,5,0.42,55,80,30,30.894
Object-65,0.20,200,200,5,0.42,55,80,40,27.142
Object-65,0.20,200,200,5,0.42,55,80,50,24.435
Object-65,0.20,200,200,5,0.42,55,80,60,19.972
Object-65,0.20,200,200,5,0.42,55,80,70,17.057
Object-65,0.20,200,200,5,0.42,55,80,80,14.975
Object-65,0.20,200,200,5,0.42,55,80,90,12.905
Object-65,0.20,200,200,5,0.42,55,80,100,14.029
Object-65,0.20,200,200,5,0.42,55,80,110,13.726
Object-65,0.20,200,200,5,0.42,55,80,120,14.906
Object-65,0.20,200,200,5,0.42,55,80,130,18.733
Object-65,0.20,200,200,5,0.42,55,80,140,22.280
Object-65,0.20,200,200,5,0.42,55,80,150,30.398
Object-65,0.20,200,200,5,0.42,55,80,160,22.518
Object-65,0.20,200,200,5,0.42,55,80,170,26.866
Object-66,0.20,200,200,5,0.42,65,80,0,3.991
Object-66,0.20,200,200,5,0.42,65,80,10,17.407
Object-66,0.20,200,200,5,0.42,65,80,20,31.403
Object-66,0.20,200,200,5,0.42,65,80,30,30.262
Object-66,0.20,200,200,5,0.42,65,80,40,27.651
