ID,Layer Height (mm),Extrusion Temp (°C),Outer Wall Speed (mm/s),Infill Density (%),Wall Thickness (mm),Bed Temp (°C),Fan Speed (%),Surface Angle (°),Ra
Object-66,0.20,200,200,5,0.42,65,80,50,23.594
Object-66,0.20,200,200,5,0.42,65,80,60,20.550
Object-66,0.20,200,200,5,0.42,65,80,70,16.342
Object-66,0.20,200,200,5,0.42,65,80,80,14.859
Object-66,0.20,200,200,5,0.42,65,80,90,12.787
Object-66,0.20,200,200,5,0.42,65,80,100,14.045
Object-66,0.20,200,200,5,0.42,65,80,110,13.887
Object-66,0.20,200,200,5,0.42,65,80,120,16.031
Object-66,0.20,200,200,5,0.42,65,80,130,17.835
Object-66,0.20,200,200,5,0.42,65,80,140,21.935
Object-66,0.20,200,200,5,0.42,65,80,150,33.174
Object-66,0.20,200,200,5,0.42,65,80,160,21.947
Object-66,0.20,200,200,5,0.42,65,80,170,22.995
Object-67,0.20,200,200,25,0.42,55,80,0,9.014
Object-67,0.20,200,200,25,0.42,55,80,10,17.121
Object-67,0.20,200,200,25,0.42,55,80,20,35.220
Object-67,0.20,200,200,25,0.42,55,80,30,31.109
Object-67,0.20,200,200,25,0.42,55,80,40,29.543
Object-67,0.20,200,200,25,0.42,55,80,50,25.940
Object-67,0.20,200,200,25,0.42,55,80,60,22.687
Object-67,0.20,200,200,25,0.42,55,80,70,18.980
Object-67,0.20,200,200,25,0.42,55,80,80,15.142
Object-67,0.20,200,200,25,0.42,55,80,90,13.407
Object-67,0.20,200,200,25,0.42,55,80,100,12.296
Object-67,0.20,200,200,25,0.42,55,80,110,12.767
Object-67,0.20,200,200,25,0.42,55,80,120,14.210
Object-67,0.20,200,200,25,0.42,55,80,130,18.001
Object-67,0.20,200,200,25,0.42,55,80,140,21.771
Object-67,0.20,200,200,25,0.42,55,80,150,28.171
Object-67,0.20,200,200,25,0.42,55,80,160,21.125
Object-67,0.20,200,200,25,0.42,55,80,170,21.685
Object-68,0.20,200,200,25,0.42,65,80,0,4.727
Object-68,0.20,200,200,25,0.42,65,80,10,15.652
Object-68,0.20,200,200,25,0.42,65,80,20,35.047
Object-68,0.20,200,200,25,0.42,65,80,30,32.203
Object-68,0.20,200,200,25,0.42,65,80,40,27.831
Object-68,0.20,200,200,25,0.42,65,80,50,22.492
Object-68,0.20,200,200,25,0.42,65,80,60,18.281
Object-68,0.20,200,200,25,0.42,65,80,70,14.305
Object-68,0.20,200,200,25,0.42,65,80,80,13.055
Object-68,0.20,200,200,25,0.42,65,80,90,10.395
Object-68,0.20,200,200,25,0.42,65,80,100,13.824
Object-68,0.20,200,200,25,0.42,65,80,110,14.635
Object-68,0.20,200,200,25,0.42,65,80,120,16.097
Object-68,0.20,200,200,25,0.42,65,80,130,18.610
Object-68,0.20,200,200,25,0.42,65,80,140,23.725
Object-68,0.20,200,200,25,0.42,65,80,150,31.411
Object-68,0.20,200,200,25,0.42,65,80,160,26.780
Object-68,0.20,200,200,25,0.42,65,80,170,22.039
Object-69,0.20,200,200,5,0.42,60,60,0,3.058
Object-69,0.20,200,200,5,0.42,60,60,10,16.432
Object-69,0.20,200,200,5,0.42,60,60,20,32.023
Object-69,0.20,200,200,5,0.42,60,60,30,31.694
Object-69,0.20,200,200,5,0.42,60,60,40,28.146
Object-69,0.20,200,200,5,0.42,60,60,50,23.909
Object-69,0.20,200,200,5,0.42,60,60,60,20.076
Object-69,0.20,200,200,5,0.42,60,60,70,16.385
Object-69,0.20,200,200,5,0.42,60,60,80,13.311
Object-69,0.20,200,200,5,0.42,60,60,90,13.418
Object-69,0.20,200,200,5,0.42,60,60,100,14.269
Object-69,0.20,200,200,5,0.42,60,60,110,14.220
Object-69,0.20,200,200,5,0.42,60,60,120,15.843
Object-69,0.20,200,200,5,0.42,60,60,130,18.406
Object-69,0.20,200,200,5,0.42,60,60,140,23.409
Object-69,0.20,200,200,5,0.42,60,60,150,29.482
Object-69,0.20,200,200,5,0.42,60,60,160,26.321
Object-69,0.20,200,200,5,0.42,60,60,170,22.895
Object-70,0.20,200,200,5,0.42,60,100,0,3.833
Object-70,0.20,200,200,5,0.42,60,100,10,15.386
Object-70,0.20,200,200,5,0.42,60,100,20,31.114
Object-70,0.20,200,200,5,0.42,60,100,30,28.893
Object-70,0.20,200,200,5,0.42,60,100,40,27.217
Object-70,0.20,200,200,5,0.42,60,100,50,24.245
Object-70,0.20,200,200,5,0.42,60,100,60,19.740
Object-70,0.20,200,200,5,0.42,60,100,70,16.002
Object-70,0.20,200,200,5,0.42,60,100,80,13.916
Object-70,0.20,200,200,5,0.42,60,100,90,13.650
Object-70,0.20,200,200,5,0.42,60,100,100,13.895
Object-70,0.20,200,200,5,0.42,60,100,110,14.210
Object-70,0.20,200,200,5,0.42,60,100,120,15.097
Object-70,0.20,200,200,5,0.42,60,100,130,18.453
Object-70,0.20,200,200,5,0.42,60,100,140,22.100
Object-70,0.20,200,200,5,0.42,60,100,150,29.920
Object-70,0.20,200,200,5,0.42,60,100,160,24.317
Object-70,0.20,200,200,5,0.42,60,100,170,21.745
Object-71,0.20,200,200,25,0.42,60,60,0,6.724
Object-71,0.20,200,200,25,0.42,60,60,10,17.331
Object-71,0.20,200,200,25,0.42,60,60,20,35.773
Object-71,0.20,200,200,25,0.42,60,60,30,31.000
Object-71,0.20,200,200,25,0.42,60,60,40,28.338
Object-71,0.20,200,200,25,0.42,60,60,50,25.603
Object-71,0.20,200,200,25,0.42,60,60,60,20.333
Object-71,0.20,200,200,25,0.42,60,60,70,16.482
Object-71,0.20,200,200,25,0.42,60,60,80,14.194
Object-71,0.20,200,200,25,0.42,60,60,90,12.535
Object-71,0.20,200,200,25,0.42,60,60,100,13.720
Object-71,0.20,200,200,25,0.42,60,60,110,13.520
Object-71,0.20,200,200,25,0.42,60,60,120,14.885
Object-71,0.20,200,200,25,0.42,60,60,130,18.188
Object-71,0.20,200,200,25,0.42,60,60,140,21.767
Object-71,0.20,200,200,25,0.42,60,60,150,29.193
Object-71,0.20,200,200,25,0.42,60,60,160,28.019
Object-71,0.20,200,200,25,0.42,60,60,170,21.336
Object-72,0.20,200,200,25,0.42,60,100,0,3.627
Object-72,0.20,200,200,25,0.42,60,100,10,16.996
Object-72,0.20,200,200,25,0.42,60,100,20,37.004
Object-72,0.20,200,200,25,0.42,60,100,30,31.947
Object-72,0.20,200,200,25,0.42,60,100,40,30.780
Object-72,0.20,200,200,25,0.42,60,100,50,26.606
Object-72,0.20,200,200,25,0.42,60,100,60,22.998
Object-72,0.20,200,200,25,0.42,60,100,70,18.737
Object-72,0.20,200,200,25,0.42,60,100,80,14.108
Object-72,0.20,200,200,25,0.42,60,100,90,13.343
Object-72,0.20,200,200,25,0.42,60,100,100,12.901
Object-72,0.20,200,200,25,0.42,60,100,110,12.924
Object-72,0.20,200,200,25,0.42,60,100,120,14.553
Object-72,0.20,200,200,25,0.42,60,100,130,17.266
Object-72,0.20,200,200,25,0.42,60,100,140,22.902
Object-72,0.20,200,200,25,0.42,60,100,150,32.744
Object-72,0.20,200,200,25,0.42,60,100,160,26.976
Object-72,0.20,200,200,25,0.42,60,100,170,21.826
Object-73,0.20,200,200,15,0.36,55,80,0,4.764
Object-73,0.20,200,200,15,0.36,55,80,10,17.799
Object-73,0.20,200,200,15,0.36,55,80,20,34.364
Object-73,0.20,200,200,15,0.36,55,80,30,29.692
Object-73,0.20,200,200,15,0.36,55,80,40,27.518
Object-73,0.20,200,200,15,0.36,55,80,50,23.662
Object-73,0.20,200,200,15,0.36,55,80,60,20.536
Object-73,0.20,200,200,15,0.36,55,80,70,16.711
Object-73,0.20,200,200,15,0.36,55,80,80,13.492
Object-73,0.20,200,200,15,0.36,55,80,90,10.657
Object-73,0.20,200,200,15,0.36,55,80,100,13.188
Object-73,0.20,200,200,15,0.36,55,80,110,14.410
Object-73,0.20,200,200,15,0.36,55,80,120,16.114
Object-73,0.20,200,200,15,0.36,55,80,130,18.857
Object-73,0.20,200,200,15,0.36,55,80,140,24.325
Object-73,0.20,200,200,15,0.36,55,80,150,31.644
Object-73,0.20,200,200,15,0.36,55,80,160,24.262
Object-73,0.20,200,200,15,0.36,55,80,170,25.383
Object-74,0.20,200,200,15,0.36,65,80,0,6.771
Object-74,0.20,200,200,15,0.36,65,80,10,17.510
Object-74,0.20,200,200,15,0.36,65,80,20,34.390
Object-74,0.20,200,200,15,0.36,65,80,30,30.319
Object-74,0.20,200,200,15,0.36,65,80,40,30.526
Object-74,0.20,200,200,15,0.36,65,80,50,26.330
Object-74,0.20,200,200,15,0.36,65,80,60,23.564
Object-74,0.20,200,200,15,0.36,65,80,70,19.892
Object-74,0.20,200,200,15,0.36,65,80,80,16.133
Object-74,0.20,200,200,15,0.36,65,80,90,13.853
Object-74,0.20,200,200,15,0.36,65,80,100,13.521
Object-74,0.20,200,200,15,0.36,65,80,110,14.287
Object-74,0.20,200,200,15,0.36,65,80,120,15.929
Object-74,0.20,200,200,15,0.36,65,80,130,19.084
Object-74,0.20,200,200,15,0.36,65,80,140,25.106
Object-74,0.20,200,200,15,0.36,65,80,150,34.169
Object-74,0.20,200,200,15,0.36,65,80,160,22.899
Object-74,0.20,200,200,15,0.36,65,80,170,24.171
Object-75,0.20,200,200,15,0.48,55,80,0,7.806
Object-75,0.20,200,200,15,0.48,55,80,10,15.703
Object-75,0.20,200,200,15,0.48,55,80,20,30.719
Object-75,0.20,200,200,15,0.48,55,80,30,30.220
Object-75,0.20,200,200,15,0.48,55,80,40,26.145
Object-75,0.20,200,200,15,0.48,55,80,50,21.837
Object-75,0.20,200,200,15,0.48,55,80,60,18.487
Object-75,0.20,200,200,15,0.48,55,80,70,15.255
Object-75,0.20,200,200,15,0.48,55,80,80,14.733
Object-75,0.20,200,200,15,0.48,55,80,90,13.153
Object-75,0.20,200,200,15,0.48,55,80,100,13.280
Object-75,0.20,200,200,15,0.48,55,80,110,13.986
Object-75,0.20,200,200,15,0.48,55,80,120,15.442
Object-75,0.20,200,200,15,0.48,55,80,130,17.868
Object-75,0.20,200,200,15,0.48,55,80,140,22.051
Object-75,0.20,200,200,15,0.48,55,80,150,28.781
Object-75,0.20,200,200,15,0.48,55,80,160,23.875
Object-75,0.20,200,200,15,0.48,55,80,170,21.093
Object-76,0.20,200,200,15,0.48,65,80,0,3.885
Object-76,0.20,200,200,15,0.48,65,80,10,18.092
Object-76,0.20,200,200,15,0.48,65,80,20,32.241
Object-76,0.20,200,200,15,0.48,65,80,30,30.772
Object-76,0.20,200,200,15,0.48,65,80,40,27.065
Object-76,0.20,200,200,15,0.48,65,80,50,22.492
Object-76,0.20,200,200,15,0.48,65,80,60,18.488
Object-76,0.20,200,200,15,0.48,65,80,70,15.380
Object-76,0.20,200,200,15,0.48,65,80,80,14.131
Object-76,0.20,200,200,15,0.48,65,80,90,12.753
Object-76,0.20,200,200,15,0.48,65,80,100,13.319
Object-76,0.20,200,200,15,0.48,65,80,110,14.570
Object-76,0.20,200,200,15,0.48,65,80,120,15.137
Object-76,0.20,200,200,15,0.48,65,80,130,18.158
Object-76,0.20,200,200,15,0.48,65,80,140,21.990
Object-76,0.20,200,200,15,0.48,65,80,150,29.351
Object-76,0.20,200,200,15,0.48,65,80,160,32.192
Object-76,0.20,200,200,15,0.48,65,80,170,25.180
Object-77,0.20,200,200,15,0.36,60,60,0,11.606
Object-77,0.20,200,200,15,0.36,60,60,10,18.706
Object-77,0.20,200,200,15,0.36,60,60,20,36.850
Object-77,0.20,200,200,15,0.36,60,60,30,31.479
Object-77,0.20,200,200,15,0.36,60,60,40,31.215
Object-77,0.20,200,200,15,0.36,60,60,50,27.813
Object-77,0.20,200,200,15,0.36,60,60,60,23.644
Object-77,0.20,200,200,15,0.36,60,60,70,20.785
Object-77,0.20,200,200,15,0.36,60,60,80,16.471
Object-77,0.20,200,200,15,0.36,60,60,90,13.935
Object-77,0.20,200,200,15,0.36,60,60,100,12.730
Object-77,0.20,200,200,15,0.36,60,60,110,13.894
Object-77,0.20,200,200,15,0.36,60,60,120,18.563
Object-77,0.20,200,200,15,0.36,60,60,130,19.777
Object-77,0.20,200,200,15,0.36,60,60,140,21.025
Object-77,0.20,200,200,15,0.36,60,60,150,31.935
Object-77,0.20,200,200,15,0.36,60,60,160,24.312
Object-77,0.20,200,200,15,0.36,60,60,170,38.871
Object-78,0.20,200,200,15,0.36,60,100,0,2.979
Object-78,0.20,200,200,15,0.36,60,100,10,16.865
Object-78,0.20,200,200,15,0.36,60,100,20,34.156
Object-78,0.20,200,200,15,0.36,60,100,30,30.199
Object-78,0.20,200,200,15,0.36,60,100,40,28.466
Object-78,0.20,200,200,15,0.36,60,100,50,24.365
Object-78,0.20,200,200,15,0.36,60,100,60,20.449
Object-78,0.20,200,200,15,0.36,60,100,70,17.314
Object-78,0.20,200,200,15,0.36,60,100,80,15.412
Object-78,0.20,200,200,15,0.36,60,100,90,11.469
Object-78,0.20,200,200,15,0.36,60,100,100,13.262
Object-78,0.20,200,200,15,0.36,60,100,110,14.566
Object-78,0.20,200,200,15,0.36,60,100,120,16.719
Object-78,0.20,200,200,15,0.36,60,100,130,18.917
Object-78,0.20,200,200,15,0.36,60,100,140,24.315
Object-78,0.20,200,200,15,0.36,60,100,150,35.081
Object-78,0.20,200,200,15,0.36,60,100,160,22.890
Object-78,0.20,200,200,15,0.36,60,100,170,24.013
Object-79,0.20,200,200,15,0.48,60,60,0,8.198
Object-79,0.20,200,200,15,0.48,60,60,10,16.931
Object-79,0.20,200,200,15,0.48,60,60,20,29.236
Object-79,0.20,200,200,15,0.48,60,60,30,32.504
Object-79,0.20,200,200,15,0.48,60,60,40,28.242
Object-79,0.20,200,200,15,0.48,60,60,50,22.848
Object-79,0.20,200,200,15,0.48,60,60,60,18.845
Object-79,0.20,200,200,15,0.48,60,60,70,15.763
Object-79,0.20,200,200,15,0.48,60,60,80,13.407
Object-79,0.20,200,200,15,0.48,60,60,90,13.740
Object-79,0.20,200,200,15,0.48,60,60,100,13.782
Object-79,0.20,200,200,15,0.48,60,60,110,14.461
Object-79,0.20,200,200,15,0.48,60,60,120,15.577
Object-79,0.20,200,200,15,0.48,60,60,130,18.148
Object-79,0.20,200,200,15,0.48,60,60,140,22.366
Object-79,0.20,200,200,15,0.48,60,60,150,29.008
Object-79,0.20,200,200,15,0.48,60,60,160,24.185
Object-79,0.20,200,200,15,0.48,60,60,170,34.283
Object-80,0.20,200,200,15,0.48,60,100,0,8.258
Object-80,0.20,200,200,15,0.48,60,100,10,18.347
Object-80,0.20,200,200,15,0.48,60,100,20,28.537
Object-80,0.20,200,200,15,0.48,60,100,30,30.796
Object-80,0.20,200,200,15,0.48,60,100,40,26.503
Object-80,0.20,200,200,15,0.48,60,100,50,22.817
Object-80,0.20,200,200,15,0.48,60,100,60,18.206
Object-80,0.20,200,200,15,0.48,60,100,70,15.622
Object-80,0.20,200,200,15,0.48,60,100,80,13.560
Object-80,0.20,200,200,15,0.48,60,100,90,12.973
Object-80,0.20,200,200,15,0.48,60,100,100,13.483
Object-80,0.20,200,200,15,0.48,60,100,110,14.143
Object-80,0.20,200,200,15,0.48,60,100,120,15.087
Object-80,0.20,200,200,15,0.48,60,100,130,17.946
Object-80,0.20,200,200,15,0.48,60,100,140,21.811
Object-80,0.20,200,200,15,0.48,60,100,150,29.453
Object-80,0.20,200,200,15,0.48,60,100,160,29.235
Object-80,0.20,200,200,15,0.48,60,100,170,22.364
Object-81,0.20,200,200,15,0.42,55,60,0,4.631
Object-81,0.20,200,200,15,0.42,55,60,10,20.676
Object-81,0.20,200,200,15,0.42,55,60,20,36.586
Object-81,0.20,200,200,15,0.42,55,60,30,30.193
Object-81,0.20,200,200,15,0.42,55,60,40,28.982
Object-81,0.20,200,200,15,0.42,55,60,50,24.387
Object-81,0.20,200,200,15,0.42,55,60,60,19.849
Object-81,0.20,200,200,15,0.42,55,60,70,16.577
Object-81,0.20,200,200,15,0.42,55,60,80,14.267
Object-81,0.20,200,200,15,0.42,55,60,90,13.131
Object-81,0.20,200,200,15,0.42,55,60,100,12.986
Object-81,0.20,200,200,15,0.42,55,60,110,13.273
Object-81,0.20,200,200,15,0.42,55,60,120,14.589
Object-81,0.20,200,200,15,0.42,55,60,130,18.058
Object-81,0.20,200,200,15,0.42,55,60,140,22.594
Object-81,0.20,200,200,15,0.42,55,60,150,32.364
Object-81,0.20,200,200,15,0.42,55,60,160,23.749
Object-81,0.20,200,200,15,0.42,55,60,170,21.542
Object-82,0.20,200,200,15,0.42,55,100,0,4.654
Object-82,0.20,200,200,15,0.42,55,100,10,17.493
Object-82,0.20,200,200,15,0.42,55,100,20,36.929
Object-82,0.20,200,200,15,0.42,55,100,30,29.640
Object-82,0.20,200,200,15,0.42,55,100,40,28.995
Object-82,0.20,200,200,15,0.42,55,100,50,26.867
Object-82,0.20,200,200,15,0.42,55,100,60,22.596
Object-82,0.20,200,200,15,0.42,55,100,70,19.410
Object-82,0.20,200,200,15,0.42,55,100,80,14.260
Object-82,0.20,200,200,15,0.42,55,100,90,13.877
Object-82,0.20,200,200,15,0.42,55,100,100,12.352
Object-82,0.20,200,200,15,0.42,55,100,110,12.199
Object-82,0.20,200,200,15,0.42,55,100,120,14.053
Object-82,0.20,200,200,15,0.42,55,100,130,17.473
Object-82,0.20,200,200,15,0.42,55,100,140,21.873
Object-82,0.20,200,200,15,0.42,55,100,150,31.623
Object-82,0.20,200,200,15,0.42,55,100,160,21.809
Object-82,0.20,200,200,15,0.42,55,100,170,22.729
Object-83,0.20,200,200,15,0.42,65,60,0,3.247
Object-83,0.20,200,200,15,0.42,65,60,10,16.305
Object-83,0.20,200,200,15,0.42,65,60,20,31.115
Object-83,0.20,200,200,15,0.42,65,60,30,30.231
Object-83,0.20,200,200,15,0.42,65,60,40,26.127
Object-83,0.20,200,200,15,0.42,65,60,50,22.094
Object-83,0.20,200,200,15,0.42,65,60,60,17.432
Object-83,0.20,200,200,15,0.42,65,60,70,14.490
Object-83,0.20,200,200,15,0.42,65,60,80,14.174
Object-83,0.20,200,200,15,0.42,65,60,90,10.997
Object-83,0.20,200,200,15,0.42,65,60,100,13.422
Object-83,0.20,200,200,15,0.42,65,60,110,15.005
Object-83,0.20,200,200,15,0.42,65,60,120,16.663
Object-83,0.20,200,200,15,0.42,65,60,130,19.033
Object-83,0.20,200,200,15,0.42,65,60,140,24.852
Object-83,0.20,200,200,15,0.42,65,60,150,34.112
Object-83,0.20,200,200,15,0.42,65,60,160,22.118
Object-83,0.20,200,200,15,0.42,65,60,170,34.473
Object-84,0.20,200,200,15,0.42,65,100,0,6.187
Object-84,0.20,200,200,15,0.42,65,100,10,16.238
Object-84,0.20,200,200,15,0.42,65,100,20,33.468
Object-84,0.20,200,200,15,0.42,65,100,30,31.244
Object-84,0.20,200,200,15,0.42,65,100,40,29.859
Object-84,0.20,200,200,15,0.42,65,100,50,24.632
Object-84,0.20,200,200,15,0.42,65,100,60,21.397
Object-84,0.20,200,200,15,0.42,65,100,70,17.019
Object-84,0.20,200,200,15,0.42,65,100,80,13.660
Object-84,0.20,200,200,15,0.42,65,100,90,13.949
Object-84,0.20,200,200,15,0.42,65,100,100,13.592
Object-84,0.20,200,200,15,0.42,65,100,110,14.247
Object-84,0.20,200,200,15,0.42,65,100,120,14.970
Object-84,0.20,200,200,15,0.42,65,100,130,18.368
Object-84,0.20,200,200,15,0.42,65,100,140,23.227
Object-84,0.20,200,200,15,0.42,65,100,150,32.453
Object-84,0.20,200,200,15,0.42,65,100,160,28.725
Object-84,0.20,200,200,15,0.42,65,100,170,22.239
Object-85,0.20,200,200,15,0.42,60,80,0,7.925
Object-85,0.20,200,200,15,0.42,60,80,10,15.733
Object-85,0.20,200,200,15,0.42,60,80,20,29.728
Object-85,0.20,200,200,15,0.42,60,80,30,31.683
Object-85,0.20,200,200,15,0.42,60,80,40,27.912
Object-85,0.20,200,200,15,0.42,60,80,50,23.655
Object-85,0.20,200,200,15,0.42,60,80,60,20.725
Object-85,0.20,200,200,15,0.42,60,80,70,16.875
Object-85,0.20,200,200,15,0.42,60,80,80,15.162
Object-85,0.20,200,200,15,0.42,60,80,90,13.210
Object-85,0.20,200,200,15,0.42,60,80,100,13.490
Object-85,0.20,200,200,15,0.42,60,80,110,13.763
Object-85,0.20,200,200,15,0.42,60,80,120,15.590
Object-85,0.20,200,200,15,0.42,60,80,130,18.429
Object-85,0.20,200,200,15,0.42,60,80,140,22.232
Object-85,0.20,200,200,15,0.42,60,80,150,32.096
Object-85,0.20,200,200,15,0.42,60,80,160,21.236
Object-85,0.20,200,200,15,0.42,60,80,170,25.583
Object-86,0.20,200,200,15,0.42,60,80,0,7.207
Object-86,0.20,200,200,15,0.42,60,80,10,15.070
Object-86,0.20,200,200,15,0.42,60,80,20,29.660
Object-86,0.20,200,200,15,0.42,60,80,30,31.615
Object-86,0.20,200,200,15,0.42,60,80,40,27.683
Object-86,0.20,200,200,15,0.42,60,80,50,24.235
Object-86,0.20,200,200,15,0.42,60,80,60,20.122
Object-86,0.20,200,200,15,0.42,60,80,70,16.767
Object-86,0.20,200,200,15,0.42,60,80,80,14.899
Object-86,0.20,200,200,15,0.42,60,80,90,13.081
Object-86,0.20,200,200,15,0.42,60,80,100,13.360
Object-86,0.20,200,200,15,0.42,60,80,110,13.900
Object-86,0.20,200,200,15,0.42,60,80,120,15.782
Object-86,0.20,200,200,15,0.42,60,80,130,18.235
Object-86,0.20,200,200,15,0.42,60,80,140,22.203
Object-86,0.20,200,200,15,0.42,60,80,150,32.002
Object-86,0.20,200,200,15,0.42,60,80,160,21.333
Object-86,0.20,200,200,15,0.42,60,80,170,24.593
Object-87,0.20,200,200,15,0.42,60,80,0,7.991
Object-87,0.20,200,200,15,0.42,60,80,10,15.920
Object-87,0.20,200,200,15,0.42,60,80,20,30.112
Object-87,0.20,200,200,15,0.42,60,80,30,31.479
Object-87,0.20,200,200,15,0.42,60,80,40,28.042
Object-87,0.20,200,200,15,0.42,60,80,50,23.053
Object-87,0.20,200,200,15,0.42,60,80,60,20.797
Object-87,0.20,200,200,15,0.42,60,80,70,16.756
Object-87,0.20,200,200,15,0.42,60,80,80,14.863
Object-87,0.20,200,200,15,0.42,60,80,90,13.237
Object-87,0.20,200,200,15,0.42,60,80,100,13.378
Object-87,0.20,200,200,15,0.42,60,80,110,14.046
Object-87,0.20,200,200,15,0.42,60,80,120,15.391
Object-87,0.20,200,200,15,0.42,60,80,130,18.139
Object-87,0.20,200,200,15,0.42,60,80,140,21.939
Object-87,0.20,200,200,15,0.42,60,80,150,32.224
Object-87,0.20,200,200,15,0.42,60,80,160,21.027
Object-87,0.20,200,200,15,0.42,60,80,170,25.682
